sample_id,gesture_type,sim_distance,sim_brightness,jitter_error,confidence_score,is_recognized
30,Five,108.90086873301823,100.24838838789486,7.863899648317107,0.8460291536673709,1.0
31,Three,86.18884455069804,185.5048301727979,3.313708796314643,0.7238130727802271,1.0
32,Fist,183.09778178933973,11.81742740092399,31.31780160983834,0.11306464432346244,0.0
33,666,70.53902523935405,198.321734228264,0.13528819196596686,0.6939383938355711,1.0
34,One,70.32086152341654,147.63340318195196,2.6394877006002093,0.7395063216453914,1.0
35,Two,173.5417019841248,148.495448356923,4.383553925011528,0.21625590650259824,0.0
36,666,87.08363607692887,193.77978737246534,1.1406633460800923,0.6849124159988735,1.0
37,Four,177.92715294703197,63.18794779757087,7.435030677230168,0.37594734020852155,0.0
38,One,73.37182585660372,34.91396335456088,4.916470844330651,,
39,Two,163.69313221401953,139.72078835281837,7.347467613641739,0.4116113749618886,0.0
40,Good,24.971018937266848,34.36657565376386,19.307942159064126,0.807114286924189,1.0
41,Fist,126.34998690242193,200.08282665306146,1.4882912415346279,0.4837557599654761,0.0
42,One,68.87772484755354,125.14137733057734,3.1601433936195034,0.7354336580142947,1.0
43,666,150.6964400700791,154.2813558453005,0.07495545294185911,0.4087679484933446,0.0
44,Good,98.03373276453357,76.54706686033396,6.718492565303304,0.8160851264583806,1.0
45,Good,65.04372166962716,87.35505993711459,49.000915878719155,0.8651327611043291,1.0
46,666,113.005326336782,80.7438853784677,15.068852492598827,0.5087503458651395,0.0
47,Two,28.280475563915495,141.73822593382624,38.300913804903914,0.9750172648401476,1.0
48,Good,82.33477779609214,254.78672941749215,0.5025750725397935,,
49,Three,110.56452654441578,159.47654003783055,34.80698957047154,0.7381407019316525,1.0
50,Good,189.96528748253013,148.64408788412135,4.789381834255522,0.25290834955995656,0.0
51,One,118.21102207686829,189.95076756967288,0.5389813274445618,0.558620700016774,0.0
52,Two,69.31300291780408,95.29774307917452,9.204786769474298,0.7956262875335915,1.0
53,One,172.07755597450182,102.19847684900503,4.350817029958682,0.23118034678520957,0.0
54,One,27.053538801616327,154.9189204431203,0.3877337188366259,0.7149496641062224,1.0
55,Three,94.27118184405677,211.37398031689784,3.463525048418797,0.6807615982596429,1.0
56,One,62.94743476226123,196.662292128481,2.820447319874814,0.6913644699959003,1.0
57,Five,77.60892818551011,47.47956175679863,2.1860496956177102,,
58,Five,172.48576593720617,151.52251338395575,0.6298413119558433,0.4375659871043111,0.0
59,One,72.77793890565161,249.48325988006042,1.4655992599750718,0.5971111492667717,0.0
60,Five,40.423628363140644,147.4710989824733,8.739702740605658,1.0,1.0
61,Fist,146.17444366264158,157.76385399355252,2.2671931863921606,0.3726859787634753,0.0
62,666,175.36493395802069,108.95787288376142,3.0839998105948325,0.2393419802476284,0.0
63,Three,159.88644486693863,177.57142841925597,8.222482987772192,0.4883130018243614,0.0
64,Three,65.66279129716497,214.6248325811457,4.946856610377457,0.8416328678989465,1.0
65,Three,125.00637771748873,174.10036725830025,0.45380548442127017,0.6319939941439926,1.0
66,Fist,98.54044968918008,14.195166789024668,6.256527380891683,0.5139413787546739,0.0
67,Good,133.29175486434724,145.1105194789792,2.2933502074848455,0.6836798263654476,1.0
68,666,152.67812705174347,119.40300447697521,3.7943376331910637,0.3673576387016871,0.0
69,666,83.6034010446895,83.75423201139304,5.857103470690884,0.6939220765324454,1.0
70,Fist,25.816871199737083,89.28066744815082,44.59719383784514,0.6921438475194805,1.0
71,Fist,190.96398439254634,168.77958014980513,3.2506831262740756,0.12386450093957488,0.0
72,Four,119.2858170579326,109.41541379104368,7.848535799575156,0.7053348292534836,1.0
73,Four,88.56035419358388,219.62607559354865,0.2734309757425292,0.8361925823545715,1.0
74,666,33.56463086344321,148.54741508045086,9.891422459967359,0.8377499641963888,1.0
75,Four,172.93653032193407,139.59668371096316,1.7296501397956194,0.32005247118324953,0.0
76,One,57.30097682145016,148.15692457124965,2.565946886085443,0.7787633533028525,1.0
77,Four,173.39267005733723,102.43805968613482,14.389834274598348,0.47779111865506557,0.0
78,666,106.40827406332552,211.80761472621458,1.0503480314312155,0.6187265097235389,1.0
79,Four,83.10576058518745,159.51270276145686,8.212300340685664,0.921202109137793,1.0
80,Two,118.54033524184008,179.9642309625679,0.4083569748042202,0.5986937375902219,0.0
81,Four,186.785772529069,14.96699064596639,31.10745310563551,0.21640079576995042,0.0
82,One,82.53441348057456,150.53528407949872,6.99051859197225,0.7312057975611385,1.0
83,Three,44.98889107689382,4.248459565295036,11.93029549492815,0.8458230189998989,1.0
84,Three,112.74248987555795,132.5628823937831,2.0476816239837636,0.7262992046955038,1.0
85,Fist,35.966456076270006,96.27656087001773,0.7732353334175912,0.7093215921064357,1.0
86,Fist,79.41791239582798,90.4857089867866,2.038814173577009,0.7543140617039008,1.0
87,666,30.994032773875475,116.16669974878857,5.486504156264505,0.7978431827555836,1.0
88,Good,116.58631627771986,125.88818369225099,0.3429287029192028,0.6876952141232212,1.0
89,Three,65.43864998192373,223.82676335124864,1.28138624348019,0.8078505235882559,1.0
90,One,176.0986965934502,57.813893970494604,14.488495896641341,0.19491870333923358,0.0
91,Five,58.06064125937804,98.67381059266805,5.513433330667986,0.9537807943150706,1.0
92,Two,83.91877459027486,110.11368383882208,14.518533110111985,0.8329473963987866,1.0
93,Two,42.96445450320148,161.33841437801206,4.091767038152285,0.7796367834792999,1.0
94,666,109.68458561280923,157.79468953788796,0.9347324274883713,0.5874741757925921,0.0
95,Fist,51.20724715305587,0.0,27.53035473828437,0.6920624483481248,0.0
96,Four,123.6797152050188,127.47256662179866,2.708952828517805,0.7348552783411969,1.0
97,Four,70.39623685885115,162.0053556151296,3.0791124187158507,0.9145800728261615,1.0
98,Five,152.52449306572788,238.81881988685618,0.43471880329418716,0.49221704560103735,0.0
99,One,115.86609785928546,136.31047774330654,0.8399825928834134,0.5601733035403591,0.0
100,Two,56.31148321944245,93.04514506190395,1.9179677531895016,0.8173884086461563,1.0
101,Good,187.31524596460866,66.57088883065674,3.113682619784068,0.17726938453305674,0.0
102,Three,186.760896246148,162.75820621233322,2.296157880692288,0.2751023276992088,0.0
103,Three,139.735499725316,166.2780019412579,9.890758519952522,0.5591056824364437,0.0
104,666,101.35074823382706,161.1519891408464,1.3832689581524569,0.665800052386378,1.0
105,Five,181.92342318942232,255.0,0.8294055811834892,0.18816496840071462,0.0
106,Three,97.67506576455968,200.88332358119288,2.7502523824436476,0.6629153609882233,1.0
107,Fist,180.90066494917238,158.75629834257325,2.32695193653218,0.15337829671138403,0.0
108,Good,45.763037398724535,167.52230754258522,4.028020770916048,0.9707170225704049,1.0
109,Good,172.36141251221326,125.67126303679841,1.6386037399803306,0.3068173924404197,0.0
110,Good,93.61193187538878,207.82631379614497,5.6979510301555445,0.7519110911153002,1.0
111,666,125.01052305790168,222.05566525273807,2.04175476523845,0.3504793784316147,0.0
112,One,45.04091494575114,111.86994939228947,2.908797532592643,0.8380449362424417,1.0
113,One,186.04988861191322,221.88227509601174,1.8170907518793424,0.11068294041816844,0.0
114,Fist,33.917791787981706,90.35486693735137,3.693955039802616,0.7800668911103026,1.0
115,Three,126.42957843408726,104.64270849635042,4.055661037045272,0.6163438854381225,1.0
116,One,128.66987571142502,115.39899809749437,6.134892871505536,0.4389125522894162,0.0
117,Three,101.4391129038848,0.0,2.7031737049453874,0.640839930468324,1.0
118,666,76.06517080389634,84.90179502975508,6.948627086757843,0.6779194795751956,1.0
119,Five,46.759290995560335,88.69341396854408,6.010771390260474,0.9787322617705553,1.0
120,Five,75.78864672834996,46.23778378760126,30.564172632679217,0.8462788289952361,1.0
121,One,104.97205011979986,195.73332458281445,2.3696300816746976,0.5878162462600183,0.0
122,Four,116.20206042630444,94.17401347261789,26.072524413155403,0.6974217942777469,0.0
123,Three,87.19567693035553,142.2977757272869,4.515819341345937,0.7288120003383947,0.0
124,Two,171.1619947021827,112.59097832445607,6.744586582822135,0.2297012835120556,0.0
125,666,38.73954475722329,148.45930113662803,2.716000883434638,0.8388057936422358,1.0
126,Four,164.9566941244229,128.78003038970755,0.36632114706827645,0.3711140222339437,0.0
127,Five,57.41952592628492,73.96802688877139,13.524030865385111,1.0,1.0
128,Two,80.45585428697032,100.48928914841144,7.684270947663521,0.819819583737755,1.0
129,Three,190.7215952531882,87.7976483866792,4.117928998708545,0.22235572208130494,0.0
130,Fist,104.79178148488658,124.14243877337013,31.25049835627097,0.6652386487908319,1.0
131,Five,45.08409333310834,133.26196897170416,7.439547265844528,1.0,0.0
132,Four,115.3391021579146,127.50580597627531,8.15463630299127,0.7264996170681929,1.0
133,One,21.979249158526486,87.24548499719364,1.9403491031813884,0.8688717712782686,1.0
134,Good,123.19298807229212,108.60408264223662,7.705425959907555,0.6204436469603967,1.0
135,Five,34.90376022652276,215.29566849954,3.6677179925988934,0.9893864502689456,1.0
136,666,184.79246191254452,172.8820835577035,36.9804345765579,0.1362452841254847,0.0
137,666,58.68926814633622,161.3087173226673,2.690627877132229,0.7729311041663566,1.0
138,Four,132.19985916289835,0.8385579176814701,3.8479803029362905,0.5087521941649943,0.0
139,Five,64.35236598303922,21.166599007371047,5.082300259907292,0.9142960794525494,1.0
140,Four,38.55687428247408,187.14336300941383,2.176361216639718,0.9426617121180372,1.0
141,Three,151.800479553721,244.75227708966105,0.784754267470327,0.45823012622257725,0.0
142,Five,182.6054862744845,209.290710342395,2.872506314329871,,
143,666,186.54469713481984,105.0510189525145,1.8685580494113423,0.08313054395447331,0.0
144,One,151.58426086249068,116.43321276568352,0.9910709452857528,0.4564460317052823,0.0
145,Three,77.43808518378601,106.43376355850587,9.591799971937396,0.8488629901155637,1.0
146,One,115.44772387428203,3.198946349185931,13.964455693891555,0.561624689190296,0.0
147,One,132.66044775866163,147.06890393774822,1.3973650854372923,0.5375807396592732,1.0
148,Four,198.2614364015199,166.45423096455417,0.7688624553472391,0.19406806549937017,0.0
149,Five,158.28921449561327,94.6865600522743,42.030875692351955,0.4466760130862727,0.0
150,Three,104.11593797677746,175.17049521135215,1.8683726152250761,0.7399732043795874,1.0
151,Good,96.99916407245522,224.83818924364664,3.3844574513195984,0.639092051361166,1.0
152,One,66.61687728832646,144.4403471051343,0.2684191382131986,0.7697342491773412,1.0
153,Good,198.41035270465576,183.6858665969716,4.431061068556884,0.20872857835762668,0.0
154,Four,89.13631006842492,156.11380960229135,2.4788937420119717,0.7682391052639109,1.0
155,Five,51.301144859507716,162.2888417946191,6.585076564335075,0.9537605877097696,1.0
156,666,103.40853467881159,210.69648718014344,1.8712426011221563,0.5681616323699812,0.0
157,One,179.97465437641588,195.54072706217778,1.8107956319741645,0.20943200448447585,0.0
158,666,65.47683691295931,130.735529868203,47.7221536967959,0.8095265366961648,1.0
159,666,121.8317535192424,130.153672986062,3.4428022707322654,0.5351114719598563,0.0
160,Five,48.32131874645468,100.12958446985073,6.722023200972986,1.0,1.0
161,One,176.93183499414175,90.22900711705495,2.7632076482652725,0.16424961229287377,0.0
162,Two,120.11271230715626,79.3534448064209,6.801617141517172,0.6160728821313336,1.0
163,666,117.19736834885398,14.447240881762184,3.2111862198347896,0.5029346320253036,0.0
164,666,171.22187049341937,56.874799719181325,3.4981338615966777,0.2517117582086842,0.0
165,Two,74.17344205042693,168.6062162430173,1.5926534621940154,0.7782301109410713,1.0
166,Four,33.44499519641372,92.80711468871942,14.064487312700528,1.0,1.0
167,Five,78.24983944691743,231.52497650332793,3.006728475151237,0.8468221442520202,1.0
168,Fist,104.33709501834518,133.33713635658214,6.728596122164396,0.5547503262006386,0.0
169,Two,137.81201857060432,180.62611872717756,0.8711069580011656,0.4308776346428066,0.0
170,Three,193.61368500863753,107.37869912373299,10.517692545336251,0.1387104709730711,0.0
171,Three,25.604134919212044,57.719419416141676,10.934065864499408,0.9594343157162535,1.0
172,666,48.664232890267606,118.48067024788482,7.539563266647762,0.7828746862592364,1.0
173,666,185.75261260682365,129.3984560531522,7.402208461509706,0.18446240802140312,0.0
174,Five,129.3151606872808,149.93040408960155,8.088776587967573,0.6803957618651728,1.0
175,Four,163.56063811469386,100.13653540317569,3.155889798444057,,
176,Four,142.48219274467854,147.70972220778896,0.37641345618662003,0.6338152467327256,1.0
177,Five,27.131388562704288,204.48064031388554,2.8827022444090717,0.9772713045659476,1.0
178,666,23.3061746492972,39.64949731753947,0.8471857570592574,0.8321263919691769,1.0
179,Five,35.815969846070004,88.35756510457188,2.0283168149546436,1.0,1.0
180,Four,195.94394953666145,165.92696607610267,4.397657425450458,0.23160457476327886,0.0
181,Five,188.51820432386415,135.9668418958493,0.3379829679796673,0.30599323232682457,0.0
182,Four,132.5548388385106,159.0840166307055,6.22786210910833,0.741813886894291,1.0
183,Fist,101.41729121329402,115.68472222315481,2.594022014590482,0.7013315700999445,1.0
184,Fist,126.79015669583217,110.10179032691319,14.458164463350345,0.3962542625788141,0.0
185,One,162.14573128564624,191.26181290323223,0.08522979062161096,0.38864770727064796,0.0
186,Fist,79.8166325639196,98.61803152830139,22.06869511800235,0.652506704338011,0.0
187,Good,66.38291993201847,82.4228695371014,8.474952200765012,0.8312673891401343,1.0
188,Two,133.1776672770701,180.42698245760695,44.09565587359349,0.6687842291614201,1.0
189,Four,150.54637887472458,148.84415819853973,5.569201300411685,0.5389343670450869,0.0
190,Four,198.58399694132103,74.70735467316513,11.00013870661259,0.14506789773105236,0.0
191,Four,148.84849364277594,0.0,3.5618014036653975,0.45258200134610477,0.0
192,Two,92.90374383445787,220.53535676290994,4.2433734951361455,0.6235351469343721,1.0
193,Two,66.46401788620295,144.53149264811188,6.903368931369072,0.8659674617579212,1.0
194,One,62.66501427950051,153.9886861539145,1.485933120748031,0.6665740104276586,1.0
195,Five,97.55975425912507,88.5336343666587,4.885161657353461,0.7705888138782025,1.0
196,Two,88.28454618603628,29.79650052203955,11.853767385612011,0.7450505892482183,1.0
197,Good,176.28883049238655,138.66535361482414,1.4408294569151603,0.3170600288258003,0.0
198,Good,61.60356423697639,136.95063562069615,2.689046326263787,0.8417999824446766,1.0
199,Three,27.483114629070577,95.79568758550943,1.0093010958771533,0.94410526649924,1.0
200,Good,113.91140839451836,153.67224063142316,10.384403453671222,0.6451023975796858,1.0
201,One,99.87503947482281,158.32562879748906,0.9135883299077278,0.6493804202116898,1.0
202,Four,87.37341808516268,139.02626807738253,0.9252360962993978,0.825541561026989,1.0
203,Five,58.82152743158909,144.74182552775235,5.800830193805581,1.0,1.0
204,Two,48.67174014370492,31.191880383895878,9.102283093975446,0.7631043644241815,1.0
205,Four,92.74525789718594,140.3714589217596,6.536422128181615,0.7644826504627377,1.0
206,Five,77.09522901777174,108.82659426085516,6.383401758936338,0.9751284914805864,1.0
207,Four,91.31108448966597,47.91176970686138,8.073671049115958,0.8519044657344171,1.0
208,Five,99.99550149521627,130.5013422279165,1.367041335000087,0.8724858973987681,1.0
209,One,175.40005692292854,65.05958464577083,21.116588445141048,,
210,Four,39.60530153241166,133.37648959565652,6.816110980136862,0.960728330982224,1.0
211,Fist,149.262153720769,29.94227986221395,7.4570751844845855,0.294779459222827,0.0
212,Good,55.48774278311792,44.14890602936758,0.8827952327011291,0.8456039467813233,1.0
213,One,164.54466160987943,61.39771369451287,16.429261735123216,0.2823480877145246,0.0
214,Five,195.8105429592642,133.48604765353977,7.577862566240433,0.2557313786246388,0.0
215,One,66.18130106624548,158.81244248981082,0.09371277593192359,0.7776713967696158,1.0
216,666,114.76985494768059,142.84986781023267,12.148054755960853,0.6498047297257552,1.0
217,Five,171.17503451600967,153.32078964241813,1.3731525552362593,0.49303115753559484,0.0
218,Four,151.7524521654142,154.13335090248881,4.421661524409946,0.5597083061293455,0.0
219,One,50.24255739407542,168.86037432449342,2.7746907352568466,0.7995074150748434,1.0
220,666,76.20892148878329,85.97907155252278,4.904965153787409,0.6457743118415769,1.0
221,Five,197.8013936386797,173.16212891435765,37.45163846377419,0.204207835656796,0.0
222,Good,150.41303325175124,151.39763516179408,6.0960011240820435,0.5242616084904064,0.0
223,One,180.9543574395413,111.59214521271056,3.8529598174813855,0.14070248167087732,0.0
224,Two,99.63378856652051,157.60299802469135,47.20525786355115,0.6998107371892798,1.0
225,Three,115.93240157924035,91.88676732792598,8.67327415366334,0.6029525064329899,1.0
226,Four,85.32996893227856,127.26330337326095,0.6814529840453777,0.8977905660570202,1.0
227,One,144.20088034771982,20.238260811015465,1.7285546123180093,0.2833680713168839,0.0
228,666,20.2226023566937,0.0,5.49226963529197,0.7144299973517825,1.0
229,Fist,36.04239778088299,175.358936711276,2.174850413213526,0.7653368008912883,1.0
230,Four,31.35962595424703,110.55163519135775,2.7179947689632655,0.918353735257856,1.0
231,Five,74.99437591844423,35.72916044426776,10.591057667879923,0.7605238844544642,1.0
232,Three,161.52967221627702,229.38142480152342,3.794875461882261,0.3534595716921916,0.0
233,One,88.51219282578441,0.0,6.252851068817699,0.6335655215777473,1.0
234,One,24.120888495701642,101.95338923024117,3.8074499924834386,0.8337371256421372,1.0
235,One,175.16260680907206,160.80149634627878,0.11747802010969173,0.26336890615026476,0.0
236,One,77.15566061781266,80.02766472603896,2.7637505986909896,0.7511215815880031,1.0
237,Two,193.8479890075796,0.0,45.10123156594469,0.026406648584973512,0.0
238,Two,173.26075475922775,28.61402808973098,12.4109289896079,0.28217645714474027,0.0
239,Fist,199.07593709055809,7.064033800214119,1.5941580314715562,0.0,0.0
240,Three,33.43336658067471,85.45241690588523,6.535705102172059,0.9328394733598521,1.0
241,666,166.51464851108338,72.65403883931127,12.505795008172633,0.30642735074167193,0.0
242,Good,150.37714454179903,102.04806429805889,9.287045338509682,0.4251630269416114,0.0
243,Good,152.05058850105237,208.72437143670032,1.622721426880003,,
244,Good,124.78668136039501,68.39262643659936,35.82676343426746,0.5229788749058996,0.0
245,One,164.27668013893813,189.97728399371675,0.054348593285729704,0.2978830000931104,0.0
246,Good,109.8800902961513,86.78505465245075,3.4809171762217725,0.7241284302534444,1.0
247,One,102.70041831307759,53.70225869743723,2.5338189864825282,0.5958620807446915,0.0
248,Five,189.70960545438712,147.51060779174384,0.8695108951657997,0.36550210539882877,0.0
249,666,181.12119332717654,85.3728470099029,9.960983205099826,0.24967343769514905,0.0
250,Three,39.02482638312934,126.19307197399402,1.5685935725308755,0.9591487407604996,1.0
251,Five,192.1702516939064,201.665135589158,2.480957090722596,0.3234152299984126,0.0
252,Good,189.6167701411747,91.34660650588465,8.860774811756105,0.2760894268314588,0.0
253,Four,23.770092985564307,0.0,10.95652454386398,0.861133880650929,1.0
254,Four,21.876985891532552,76.31697785859538,7.050015092470507,1.0,1.0
255,Three,196.3946592845931,124.82840274252199,8.886215156186873,0.2684067236495629,0.0
256,Two,48.19491865528549,78.25775249880752,1.5997009631282906,0.8674728078942773,1.0
257,Two,63.32468812985089,0.2292155533975091,2.4318010448642204,0.716316992289019,1.0
258,Three,140.8618882810358,172.7712444388642,1.5216944199381135,0.5439748167885025,0.0
259,Fist,171.55973952021108,28.44532289665098,8.783353092399848,0.17331245908689727,0.0
260,Fist,155.5737204644125,145.67148454723133,9.081074514927908,0.28468415248134227,0.0
261,Four,58.43204593592095,146.84317805599156,6.490391372348444,0.9279656578916657,1.0
262,One,153.8162814937897,76.46967362281434,1.9520047096075601,0.3960648756501685,0.0
263,Four,21.679691568876795,140.30160122371274,4.554823394487783,0.9421843010433606,1.0
264,666,178.36696746954897,50.38785538438019,9.727462062727325,0.19498238004850604,0.0
265,666,161.08252120737149,163.03317766251877,0.6173557140290287,0.3161103838438195,0.0
266,Five,21.985690567243843,177.61966334703908,3.2187532386649447,1.0,1.0
267,Three,199.34018077290452,175.04199082790623,47.89983754643969,0.02410283684154639,0.0
268,Three,44.808121848662374,104.36111820185472,2.8446509143907823,0.8301492346309481,1.0
269,Three,31.673647006934303,28.323230403333937,48.468023313242476,0.9553999939301854,1.0
270,Four,127.8864138193281,109.61879235372143,0.43955904174530186,0.7228308076617656,1.0
271,Two,161.28145588006416,42.74092633563325,8.837419014814166,0.35030408433422205,0.0
272,Two,42.02781631853203,75.3414548144255,6.295499097645318,0.8035777564240265,1.0
273,Five,187.96039964184038,117.72504947377486,6.537723908227371,0.43466677567296563,0.0
274,Three,143.46402878897547,146.22681856943032,7.249127569020692,0.5697516726977284,0.0
275,Three,73.77060324597915,228.53284361266913,2.105105842516252,0.755978600018976,1.0
276,Five,98.33247186596422,137.38268737509665,1.8631726443471308,0.831061387917878,1.0
277,666,151.31148115743142,136.5101100285742,3.400488169057193,0.41453460733091646,0.0
278,Good,186.07215045580213,108.85953999483057,0.12329075218121592,0.29689859742065744,0.0
279,Good,100.9531716410972,86.44030653019385,4.003550653813785,0.7241396039627966,1.0
280,Five,82.26568055030496,192.26747442707907,2.5194945633528114,0.8634516571472581,1.0
281,666,120.83027302313155,113.7800497363904,10.215983040969949,0.528778908003139,0.0
282,Four,46.09371302836706,77.7351211043744,48.4702781536167,0.8644275453926623,1.0
283,One,40.53724127982801,63.59193933563286,3.6300807293203166,0.7462477817027088,1.0
284,Good,118.11899508692595,188.7240718822315,8.220776061908008,0.6428446317356463,1.0
285,Four,107.24533168340845,213.75945576277127,1.1425976047678723,0.7511715428481188,1.0
286,One,154.87106828523974,184.66945834347183,2.5901645146786927,0.3191920566091264,0.0
287,Five,56.24548078447539,79.10216092607342,5.599915974895573,0.9329498819700034,1.0
288,Fist,23.23022214232853,149.45745555943367,4.302918535851684,0.7581376220732038,1.0
289,Two,158.96224573579826,86.68978952436946,6.711987913018747,0.3696258947705815,0.0
290,Fist,86.94788022503568,0.0,11.41198740785121,0.5527187318951065,0.0
291,666,71.6848324552236,75.36888796269798,2.9166491952413263,0.7837104403131764,1.0
292,Good,55.251346265645395,130.92012421298304,48.30737694579616,0.9898193071052659,1.0
293,One,183.10578585783796,18.17653208545113,3.4438990623699066,0.0779907122847973,0.0
294,Two,167.6679513408152,188.20990721317187,2.272567613057235,0.31519592208576297,0.0
295,One,197.13985742656962,95.45191599762823,8.336114903743681,0.13065230869635586,0.0
296,Good,138.10412324370452,151.3932091683437,3.910517026986582,0.5361209496440342,0.0
297,Two,174.47186956828952,161.52145796199653,0.7860094645826435,0.342621330101068,0.0
298,Three,182.23328193943678,48.32380917389288,9.862285515642682,0.264066026298766,0.0
299,666,148.16252365954054,93.98234146680537,4.1347291332712635,0.3755747431830938,0.0
300,Four,130.47993538682584,244.63261358651621,2.2827288167498136,0.614402212237608,1.0
301,Five,42.72765348161049,165.11983624883896,5.3348158499275575,1.0,1.0
302,Good,50.08376206481982,180.07081658187772,1.4890540542548236,0.8386977255165643,1.0
303,One,137.56930229563096,55.25137852112542,6.391854402385216,0.45281491599666596,0.0
304,Five,177.36081034490329,34.34654583475607,13.784891067538203,0.32182450211113967,0.0
305,Good,39.92970679873682,48.73961024808979,4.8654066283084,0.8553750387391913,1.0
306,Good,42.94171269611641,160.45215334888078,4.165194468495776,0.9496733083259061,1.0
307,Three,177.09569112190303,251.41113324386117,0.38729770908178385,0.20251321911789638,0.0
308,Fist,28.30224158043209,25.98770752711603,5.272926136214074,0.7448162701653558,1.0
309,Two,173.40749739041266,74.84504024244325,7.6641360621422105,0.35166926186072844,0.0
310,Good,115.63697370225064,97.710166109303,5.699255245770085,0.5892970240677189,0.0
311,One,31.45536367159562,98.24849535579122,40.34240369502854,0.8768185084845738,1.0
312,One,25.87622195822035,96.92524099677259,1.7353104350284854,0.8202660373126628,1.0
313,Two,99.80840258825378,180.53047883069053,6.320732762463265,0.7346751400910967,1.0
314,Two,141.7567452209106,106.23572519093312,3.434711000861698,0.44693336705460285,0.0
315,666,134.13872564773965,72.14712834839574,0.8622544854989757,0.4457567600654864,0.0
316,Four,183.32842964831246,116.89008626150759,10.219542298215272,0.2553664096684483,0.0
317,666,70.52297879287538,0.0,0.9068372822795361,,
318,Fist,28.90943362885999,145.87526391558816,1.524334213262543,0.7634499730162512,1.0
319,Four,72.82798817746189,20.3445661693964,1.6337026235743801,0.8474838553229194,1.0
320,666,115.68790362879756,139.72251706110467,5.47906422640167,0.577232186959893,0.0
321,666,95.92907213698965,92.58347099841303,6.12644190802118,0.6408901751100298,1.0
322,666,73.4109753987362,169.27179963122109,1.8305349347218192,0.7022992488236472,1.0
323,Two,86.42954391696499,162.54678695998717,0.9766074525345817,0.6859645574807369,1.0
324,Four,77.79459747566902,96.42232812638157,10.87009900601673,0.9325361038712515,1.0
325,Fist,134.49728835371758,207.61811186340054,0.5908407406452855,0.41761727880708,0.0
326,Three,153.37662504942412,204.92593525751326,0.3463644810769309,0.4393194029054228,0.0
327,Good,27.873033015610524,242.05613677967446,0.2409998928957962,0.7994963499645494,1.0
328,Five,32.129219861394056,190.87652370512853,1.178797278800718,0.9501701573322607,1.0
329,Fist,100.3555129522848,117.9166960586981,3.3668666641205216,0.6216078165039303,1.0
330,Good,37.79725117531437,111.65433792534253,0.49601455538621375,0.9466264297924875,1.0
331,Good,45.66694593474357,0.0,3.388377126043154,0.8575476090835805,0.0
332,Two,88.2038500505866,154.18550776958472,6.570048676961909,0.7964238487457118,1.0
333,Good,143.88936244044265,134.67032961737218,0.2628937687076108,,
334,Three,115.7442871743674,21.96215881336542,14.71103901533518,0.5611339284008039,0.0
